Start_Supplier_ID,Customer_ID,Origin,Strat_time,Number_of_Cities,Km_to_Travel,Planned_ETA,Route1,Route2,Route3,End_Destination
SUP4551,CUST2848,LOC302,21:59,6,210,11:24,LOC302 -> LOC134 -> LOC153 -> LOC155 -> LOC772 -> LOC765,LOC302 -> LOC938 -> LOC626 -> LOC706 -> LOC412 -> LOC765,LOC302 -> LOC344 -> LOC799 -> LOC516 -> LOC200 -> LOC765,LOC765
SUP1263,CUST3102,LOC875,09:51,10,204,08:58,LOC875 -> LOC203 -> LOC850 -> LOC704 -> LOC793 -> LOC710 -> LOC447 -> LOC602 -> LOC711 -> LOC436,LOC875 -> LOC730 -> LOC906 -> LOC596 -> LOC465 -> LOC431 -> LOC921 -> LOC741 -> LOC713 -> LOC436,LOC875 -> LOC749 -> LOC278 -> LOC931 -> LOC525 -> LOC130 -> LOC982 -> LOC368 -> LOC948 -> LOC436,LOC436
SUP6908,CUST6744,LOC300,02:45,9,469,20:46,LOC300 -> LOC793 -> LOC950 -> LOC263 -> LOC555 -> LOC616 -> LOC722 -> LOC701 -> LOC281,LOC300 -> LOC134 -> LOC369 -> LOC281 -> LOC513 -> LOC880 -> LOC725 -> LOC983 -> LOC281,LOC300 -> LOC405 -> LOC484 -> LOC507 -> LOC546 -> LOC861 -> LOC842 -> LOC898 -> LOC281,LOC281
SUP3124,CUST4767,LOC948,10:59,4,490,20:15,LOC948 -> LOC928 -> LOC383 -> LOC320,LOC948 -> LOC504 -> LOC271 -> LOC320,LOC948 -> LOC869 -> LOC607 -> LOC320,LOC320
SUP8218,CUST4807,LOC379,07:13,8,434,06:53,LOC379 -> LOC608 -> LOC209 -> LOC238 -> LOC681 -> LOC633 -> LOC192 -> LOC841,LOC379 -> LOC878 -> LOC591 -> LOC913 -> LOC624 -> LOC527 -> LOC840 -> LOC841,LOC379 -> LOC953 -> LOC253 -> LOC565 -> LOC317 -> LOC653 -> LOC726 -> LOC841,LOC841
SUP0299,CUST9116,LOC199,15:55,8,223,05:33,LOC199 -> LOC542 -> LOC175 -> LOC978 -> LOC969 -> LOC808 -> LOC252 -> LOC562,LOC199 -> LOC753 -> LOC709 -> LOC621 -> LOC148 -> LOC492 -> LOC402 -> LOC562,LOC199 -> LOC190 -> LOC661 -> LOC203 -> LOC452 -> LOC810 -> LOC898 -> LOC562,LOC562
SUP0274,CUST4819,LOC300,09:44,5,439,10:29,LOC300 -> LOC406 -> LOC355 -> LOC518 -> LOC139,LOC300 -> LOC192 -> LOC371 -> LOC177 -> LOC139,LOC300 -> LOC375 -> LOC165 -> LOC798 -> LOC139,LOC139
SUP0811,CUST0947,LOC658,11:20,8,399,04:56,LOC658 -> LOC233 -> LOC457 -> LOC211 -> LOC238 -> LOC323 -> LOC706 -> LOC851,LOC658 -> LOC921 -> LOC432 -> LOC463 -> LOC977 -> LOC214 -> LOC467 -> LOC851,LOC658 -> LOC407 -> LOC747 -> LOC492 -> LOC864 -> LOC129 -> LOC806 -> LOC851,LOC851
SUP5930,CUST1962,LOC611,04:37,5,295,06:30,LOC611 -> LOC267 -> LOC969 -> LOC850 -> LOC195,LOC611 -> LOC432 -> LOC230 -> LOC530 -> LOC195,LOC611 -> LOC994 -> LOC366 -> LOC237 -> LOC195,LOC195
SUP7779,CUST6717,LOC230,09:03,5,205,07:58,LOC230 -> LOC266 -> LOC662 -> LOC994 -> LOC719,LOC230 -> LOC493 -> LOC205 -> LOC622 -> LOC719,LOC230 -> LOC670 -> LOC362 -> LOC286 -> LOC719,LOC719
SUP1263,CUST3347,LOC167,10:40,8,251,23:14,LOC167 -> LOC993 -> LOC658 -> LOC908 -> LOC996 -> LOC465 -> LOC261 -> LOC472,LOC167 -> LOC737 -> LOC749 -> LOC751 -> LOC898 -> LOC957 -> LOC517 -> LOC472,LOC167 -> LOC802 -> LOC640 -> LOC859 -> LOC508 -> LOC628 -> LOC971 -> LOC472,LOC472
SUP0175,CUST5852,LOC962,13:06,2,471,11:13,LOC962 -> LOC229,LOC962 -> LOC229,LOC962 -> LOC229,LOC229
SUP2035,CUST7630,LOC289,22:30,8,375,13:29,LOC289 -> LOC873 -> LOC223 -> LOC955 -> LOC852 -> LOC902 -> LOC870 -> LOC562,LOC289 -> LOC355 -> LOC889 -> LOC191 -> LOC671 -> LOC303 -> LOC691 -> LOC562,LOC289 -> LOC867 -> LOC329 -> LOC545 -> LOC182 -> LOC112 -> LOC344 -> LOC562,LOC562
SUP5613,CUST5037,LOC495,13:57,4,71,07:16,LOC495 -> LOC527 -> LOC699 -> LOC226,LOC495 -> LOC484 -> LOC882 -> LOC226,LOC495 -> LOC184 -> LOC209 -> LOC226,LOC226
SUP0761,CUST9629,LOC808,12:55,9,222,21:30,LOC808 -> LOC695 -> LOC418 -> LOC815 -> LOC144 -> LOC378 -> LOC978 -> LOC805 -> LOC925,LOC808 -> LOC599 -> LOC637 -> LOC393 -> LOC694 -> LOC637 -> LOC815 -> LOC807 -> LOC925,LOC808 -> LOC195 -> LOC420 -> LOC666 -> LOC257 -> LOC483 -> LOC353 -> LOC732 -> LOC925,LOC925
SUP5112,CUST7606,LOC746,08:06,9,457,10:06,LOC746 -> LOC530 -> LOC304 -> LOC723 -> LOC471 -> LOC900 -> LOC742 -> LOC848 -> LOC592,LOC746 -> LOC364 -> LOC488 -> LOC697 -> LOC785 -> LOC930 -> LOC129 -> LOC425 -> LOC592,LOC746 -> LOC953 -> LOC256 -> LOC251 -> LOC304 -> LOC913 -> LOC184 -> LOC215 -> LOC592,LOC592
SUP7242,CUST2299,LOC997,08:10,2,82,07:47,LOC997 -> LOC638,LOC997 -> LOC638,LOC997 -> LOC638,LOC638
SUP4208,CUST4289,LOC546,02:05,8,410,20:45,LOC546 -> LOC874 -> LOC736 -> LOC893 -> LOC938 -> LOC250 -> LOC635 -> LOC157,LOC546 -> LOC301 -> LOC293 -> LOC257 -> LOC419 -> LOC282 -> LOC223 -> LOC157,LOC546 -> LOC523 -> LOC426 -> LOC208 -> LOC100 -> LOC960 -> LOC514 -> LOC157,LOC157
SUP1598,CUST7607,LOC370,00:45,3,56,04:27,LOC370 -> LOC574 -> LOC574,LOC370 -> LOC497 -> LOC574,LOC370 -> LOC232 -> LOC574,LOC574
SUP7576,CUST8203,LOC882,12:05,9,466,18:19,LOC882 -> LOC838 -> LOC345 -> LOC505 -> LOC543 -> LOC288 -> LOC133 -> LOC466 -> LOC663,LOC882 -> LOC368 -> LOC713 -> LOC303 -> LOC140 -> LOC903 -> LOC563 -> LOC277 -> LOC663,LOC882 -> LOC537 -> LOC454 -> LOC445 -> LOC430 -> LOC764 -> LOC241 -> LOC640 -> LOC663,LOC663
SUP4738,CUST2279,LOC898,12:06,7,495,05:44,LOC898 -> LOC621 -> LOC257 -> LOC597 -> LOC390 -> LOC540 -> LOC168,LOC898 -> LOC717 -> LOC835 -> LOC381 -> LOC197 -> LOC194 -> LOC168,LOC898 -> LOC577 -> LOC989 -> LOC691 -> LOC438 -> LOC946 -> LOC168,LOC168
SUP6393,CUST5231,LOC573,17:02,9,264,21:00,LOC573 -> LOC993 -> LOC280 -> LOC656 -> LOC886 -> LOC670 -> LOC107 -> LOC323 -> LOC184,LOC573 -> LOC927 -> LOC775 -> LOC965 -> LOC552 -> LOC257 -> LOC932 -> LOC882 -> LOC184,LOC573 -> LOC604 -> LOC202 -> LOC822 -> LOC185 -> LOC414 -> LOC783 -> LOC395 -> LOC184,LOC184
SUP0912,CUST5589,LOC331,07:34,5,430,02:02,LOC331 -> LOC908 -> LOC115 -> LOC589 -> LOC745,LOC331 -> LOC320 -> LOC927 -> LOC444 -> LOC745,LOC331 -> LOC443 -> LOC433 -> LOC747 -> LOC745,LOC745
SUP3509,CUST3971,LOC479,09:08,8,260,06:47,LOC479 -> LOC774 -> LOC396 -> LOC498 -> LOC400 -> LOC982 -> LOC858 -> LOC541,LOC479 -> LOC721 -> LOC246 -> LOC866 -> LOC762 -> LOC841 -> LOC634 -> LOC541,LOC479 -> LOC555 -> LOC293 -> LOC404 -> LOC755 -> LOC350 -> LOC907 -> LOC541,LOC541
SUP9151,CUST8187,LOC728,20:32,10,436,12:30,LOC728 -> LOC269 -> LOC555 -> LOC557 -> LOC250 -> LOC211 -> LOC639 -> LOC598 -> LOC758 -> LOC811,LOC728 -> LOC583 -> LOC845 -> LOC394 -> LOC540 -> LOC954 -> LOC698 -> LOC865 -> LOC866 -> LOC811,LOC728 -> LOC510 -> LOC650 -> LOC185 -> LOC270 -> LOC457 -> LOC396 -> LOC799 -> LOC322 -> LOC811,LOC811
SUP3633,CUST4280,LOC170,00:22,8,165,21:51,LOC170 -> LOC285 -> LOC166 -> LOC799 -> LOC567 -> LOC342 -> LOC281 -> LOC818,LOC170 -> LOC268 -> LOC113 -> LOC235 -> LOC187 -> LOC922 -> LOC824 -> LOC818,LOC170 -> LOC127 -> LOC130 -> LOC444 -> LOC677 -> LOC662 -> LOC720 -> LOC818,LOC818
SUP3817,CUST3558,LOC966,09:28,2,234,02:18,LOC966 -> LOC972,LOC966 -> LOC972,LOC966 -> LOC972,LOC972
SUP5130,CUST3317,LOC842,20:41,6,105,03:25,LOC842 -> LOC680 -> LOC758 -> LOC274 -> LOC289 -> LOC510,LOC842 -> LOC140 -> LOC635 -> LOC801 -> LOC278 -> LOC510,LOC842 -> LOC386 -> LOC211 -> LOC684 -> LOC370 -> LOC510,LOC510
SUP7125,CUST3077,LOC931,21:24,3,450,05:55,LOC931 -> LOC817 -> LOC772,LOC931 -> LOC108 -> LOC772,LOC931 -> LOC119 -> LOC772,LOC772
SUP0713,CUST0998,LOC666,18:45,3,181,09:10,LOC666 -> LOC577 -> LOC821,LOC666 -> LOC115 -> LOC821,LOC666 -> LOC601 -> LOC821,LOC821
SUP9826,CUST4111,LOC898,00:13,3,469,12:28,LOC898 -> LOC846 -> LOC528,LOC898 -> LOC531 -> LOC528,LOC898 -> LOC323 -> LOC528,LOC528
SUP3202,CUST5381,LOC449,06:53,7,128,22:00,LOC449 -> LOC705 -> LOC423 -> LOC387 -> LOC594 -> LOC878 -> LOC955,LOC449 -> LOC721 -> LOC974 -> LOC603 -> LOC942 -> LOC771 -> LOC955,LOC449 -> LOC370 -> LOC280 -> LOC597 -> LOC289 -> LOC640 -> LOC955,LOC955
SUP0895,CUST9683,LOC352,03:27,10,335,03:14,LOC352 -> LOC432 -> LOC158 -> LOC588 -> LOC517 -> LOC597 -> LOC634 -> LOC274 -> LOC408 -> LOC345,LOC352 -> LOC892 -> LOC118 -> LOC164 -> LOC647 -> LOC971 -> LOC125 -> LOC599 -> LOC905 -> LOC345,LOC352 -> LOC888 -> LOC507 -> LOC556 -> LOC748 -> LOC436 -> LOC586 -> LOC769 -> LOC495 -> LOC345,LOC345
SUP6787,CUST3577,LOC554,16:12,3,62,07:02,LOC554 -> LOC372 -> LOC334,LOC554 -> LOC162 -> LOC334,LOC554 -> LOC228 -> LOC334,LOC334
SUP7403,CUST5574,LOC218,15:29,10,252,12:55,LOC218 -> LOC971 -> LOC300 -> LOC435 -> LOC601 -> LOC441 -> LOC203 -> LOC653 -> LOC359 -> LOC591,LOC218 -> LOC362 -> LOC674 -> LOC338 -> LOC528 -> LOC343 -> LOC549 -> LOC639 -> LOC703 -> LOC591,LOC218 -> LOC188 -> LOC686 -> LOC662 -> LOC721 -> LOC852 -> LOC668 -> LOC196 -> LOC419 -> LOC591,LOC591
SUP1411,CUST4217,LOC257,07:47,3,159,14:33,LOC257 -> LOC461 -> LOC113,LOC257 -> LOC693 -> LOC113,LOC257 -> LOC510 -> LOC113,LOC113
SUP5916,CUST9891,LOC645,14:54,4,391,15:41,LOC645 -> LOC807 -> LOC488 -> LOC819,LOC645 -> LOC281 -> LOC704 -> LOC819,LOC645 -> LOC722 -> LOC324 -> LOC819,LOC819
SUP4706,CUST4541,LOC126,05:46,8,398,01:15,LOC126 -> LOC284 -> LOC239 -> LOC502 -> LOC178 -> LOC751 -> LOC179 -> LOC256,LOC126 -> LOC250 -> LOC452 -> LOC978 -> LOC931 -> LOC906 -> LOC309 -> LOC256,LOC126 -> LOC907 -> LOC868 -> LOC427 -> LOC906 -> LOC671 -> LOC112 -> LOC256,LOC256
SUP0443,CUST9899,LOC862,19:54,9,442,02:20,LOC862 -> LOC728 -> LOC951 -> LOC847 -> LOC380 -> LOC271 -> LOC453 -> LOC907 -> LOC171,LOC862 -> LOC272 -> LOC233 -> LOC529 -> LOC276 -> LOC582 -> LOC901 -> LOC706 -> LOC171,LOC862 -> LOC185 -> LOC160 -> LOC421 -> LOC483 -> LOC343 -> LOC756 -> LOC749 -> LOC171,LOC171
SUP5121,CUST4696,LOC882,15:10,9,177,14:56,LOC882 -> LOC783 -> LOC843 -> LOC649 -> LOC702 -> LOC134 -> LOC612 -> LOC146 -> LOC186,LOC882 -> LOC223 -> LOC678 -> LOC565 -> LOC463 -> LOC875 -> LOC552 -> LOC938 -> LOC186,LOC882 -> LOC679 -> LOC486 -> LOC162 -> LOC871 -> LOC482 -> LOC854 -> LOC927 -> LOC186,LOC186
SUP6774,CUST5150,LOC537,08:33,7,212,23:25,LOC537 -> LOC725 -> LOC587 -> LOC217 -> LOC593 -> LOC268 -> LOC758,LOC537 -> LOC595 -> LOC589 -> LOC534 -> LOC234 -> LOC814 -> LOC758,LOC537 -> LOC761 -> LOC830 -> LOC663 -> LOC299 -> LOC725 -> LOC758,LOC758
SUP2178,CUST4029,LOC214,14:09,9,407,08:17,LOC214 -> LOC692 -> LOC521 -> LOC840 -> LOC310 -> LOC203 -> LOC332 -> LOC595 -> LOC284,LOC214 -> LOC188 -> LOC563 -> LOC333 -> LOC308 -> LOC858 -> LOC312 -> LOC430 -> LOC284,LOC214 -> LOC364 -> LOC202 -> LOC710 -> LOC758 -> LOC311 -> LOC315 -> LOC426 -> LOC284,LOC284
SUP4424,CUST6413,LOC450,04:23,9,97,16:03,LOC450 -> LOC429 -> LOC739 -> LOC782 -> LOC503 -> LOC322 -> LOC485 -> LOC586 -> LOC445,LOC450 -> LOC219 -> LOC616 -> LOC220 -> LOC842 -> LOC162 -> LOC761 -> LOC400 -> LOC445,LOC450 -> LOC404 -> LOC992 -> LOC332 -> LOC143 -> LOC919 -> LOC822 -> LOC116 -> LOC445,LOC445
SUP3424,CUST7532,LOC371,05:11,5,402,21:23,LOC371 -> LOC892 -> LOC512 -> LOC936 -> LOC548,LOC371 -> LOC592 -> LOC534 -> LOC166 -> LOC548,LOC371 -> LOC479 -> LOC457 -> LOC194 -> LOC548,LOC548
SUP0269,CUST0394,LOC899,12:09,4,448,08:44,LOC899 -> LOC944 -> LOC865 -> LOC273,LOC899 -> LOC891 -> LOC931 -> LOC273,LOC899 -> LOC984 -> LOC610 -> LOC273,LOC273
SUP8003,CUST5100,LOC920,05:14,8,156,06:53,LOC920 -> LOC555 -> LOC219 -> LOC119 -> LOC895 -> LOC267 -> LOC816 -> LOC768,LOC920 -> LOC567 -> LOC923 -> LOC294 -> LOC312 -> LOC441 -> LOC323 -> LOC768,LOC920 -> LOC995 -> LOC870 -> LOC613 -> LOC597 -> LOC483 -> LOC218 -> LOC768,LOC768
SUP7022,CUST4569,LOC950,19:10,3,117,14:57,LOC950 -> LOC447 -> LOC614,LOC950 -> LOC680 -> LOC614,LOC950 -> LOC126 -> LOC614,LOC614
SUP2246,CUST0601,LOC935,02:38,6,58,22:27,LOC935 -> LOC631 -> LOC107 -> LOC435 -> LOC559 -> LOC825,LOC935 -> LOC310 -> LOC103 -> LOC861 -> LOC694 -> LOC825,LOC935 -> LOC276 -> LOC858 -> LOC355 -> LOC836 -> LOC825,LOC825
SUP1137,CUST8881,LOC264,18:34,9,414,15:30,LOC264 -> LOC247 -> LOC358 -> LOC232 -> LOC963 -> LOC114 -> LOC505 -> LOC350 -> LOC628,LOC264 -> LOC734 -> LOC261 -> LOC446 -> LOC868 -> LOC233 -> LOC187 -> LOC174 -> LOC628,LOC264 -> LOC734 -> LOC869 -> LOC517 -> LOC940 -> LOC801 -> LOC289 -> LOC859 -> LOC628,LOC628
SUP8191,CUST3157,LOC643,06:59,10,254,21:10,LOC643 -> LOC594 -> LOC472 -> LOC628 -> LOC439 -> LOC197 -> LOC258 -> LOC234 -> LOC673 -> LOC187,LOC643 -> LOC252 -> LOC669 -> LOC131 -> LOC542 -> LOC465 -> LOC902 -> LOC312 -> LOC755 -> LOC187,LOC643 -> LOC164 -> LOC647 -> LOC563 -> LOC756 -> LOC928 -> LOC686 -> LOC692 -> LOC773 -> LOC187,LOC187
SUP2209,CUST1812,LOC319,07:09,5,252,16:05,LOC319 -> LOC995 -> LOC773 -> LOC564 -> LOC796,LOC319 -> LOC655 -> LOC602 -> LOC328 -> LOC796,LOC319 -> LOC173 -> LOC306 -> LOC802 -> LOC796,LOC796
SUP8159,CUST9203,LOC175,03:27,4,109,04:34,LOC175 -> LOC329 -> LOC949 -> LOC268,LOC175 -> LOC803 -> LOC248 -> LOC268,LOC175 -> LOC425 -> LOC200 -> LOC268,LOC268
SUP8317,CUST0538,LOC478,10:02,10,262,15:34,LOC478 -> LOC699 -> LOC369 -> LOC919 -> LOC568 -> LOC554 -> LOC353 -> LOC307 -> LOC994 -> LOC854,LOC478 -> LOC962 -> LOC774 -> LOC353 -> LOC680 -> LOC808 -> LOC456 -> LOC738 -> LOC972 -> LOC854,LOC478 -> LOC437 -> LOC308 -> LOC862 -> LOC437 -> LOC987 -> LOC452 -> LOC229 -> LOC727 -> LOC854,LOC854
SUP4595,CUST0053,LOC782,09:49,10,465,09:31,LOC782 -> LOC926 -> LOC684 -> LOC592 -> LOC818 -> LOC291 -> LOC175 -> LOC447 -> LOC784 -> LOC631,LOC782 -> LOC479 -> LOC802 -> LOC823 -> LOC110 -> LOC423 -> LOC481 -> LOC334 -> LOC464 -> LOC631,LOC782 -> LOC518 -> LOC483 -> LOC272 -> LOC629 -> LOC625 -> LOC207 -> LOC235 -> LOC293 -> LOC631,LOC631
SUP9012,CUST4055,LOC723,17:15,9,249,02:47,LOC723 -> LOC816 -> LOC398 -> LOC186 -> LOC921 -> LOC209 -> LOC320 -> LOC846 -> LOC750,LOC723 -> LOC321 -> LOC617 -> LOC745 -> LOC649 -> LOC997 -> LOC357 -> LOC504 -> LOC750,LOC723 -> LOC723 -> LOC175 -> LOC996 -> LOC991 -> LOC840 -> LOC146 -> LOC346 -> LOC750,LOC750
SUP9151,CUST4735,LOC594,13:53,9,488,22:32,LOC594 -> LOC925 -> LOC380 -> LOC987 -> LOC201 -> LOC473 -> LOC193 -> LOC229 -> LOC498,LOC594 -> LOC802 -> LOC419 -> LOC999 -> LOC386 -> LOC165 -> LOC533 -> LOC238 -> LOC498,LOC594 -> LOC685 -> LOC837 -> LOC869 -> LOC363 -> LOC425 -> LOC984 -> LOC678 -> LOC498,LOC498
SUP7937,CUST8663,LOC219,16:20,8,189,00:12,LOC219 -> LOC522 -> LOC344 -> LOC265 -> LOC442 -> LOC546 -> LOC156 -> LOC430,LOC219 -> LOC397 -> LOC239 -> LOC558 -> LOC797 -> LOC555 -> LOC424 -> LOC430,LOC219 -> LOC337 -> LOC114 -> LOC745 -> LOC389 -> LOC420 -> LOC770 -> LOC430,LOC430
SUP0633,CUST1580,LOC898,22:43,6,355,02:01,LOC898 -> LOC381 -> LOC625 -> LOC261 -> LOC273 -> LOC738,LOC898 -> LOC607 -> LOC540 -> LOC185 -> LOC516 -> LOC738,LOC898 -> LOC438 -> LOC909 -> LOC591 -> LOC133 -> LOC738,LOC738
SUP1785,CUST1922,LOC576,22:46,2,89,21:30,LOC576 -> LOC141,LOC576 -> LOC141,LOC576 -> LOC141,LOC141
SUP6652,CUST4060,LOC487,09:45,8,157,08:18,LOC487 -> LOC711 -> LOC276 -> LOC584 -> LOC747 -> LOC255 -> LOC858 -> LOC539,LOC487 -> LOC210 -> LOC488 -> LOC549 -> LOC149 -> LOC572 -> LOC512 -> LOC539,LOC487 -> LOC285 -> LOC835 -> LOC813 -> LOC955 -> LOC677 -> LOC776 -> LOC539,LOC539
SUP5682,CUST0811,LOC695,05:05,5,443,00:41,LOC695 -> LOC797 -> LOC588 -> LOC884 -> LOC543,LOC695 -> LOC396 -> LOC322 -> LOC332 -> LOC543,LOC695 -> LOC894 -> LOC273 -> LOC964 -> LOC543,LOC543
SUP4365,CUST8000,LOC839,09:13,4,453,17:31,LOC839 -> LOC355 -> LOC453 -> LOC283,LOC839 -> LOC633 -> LOC841 -> LOC283,LOC839 -> LOC133 -> LOC493 -> LOC283,LOC283
SUP8486,CUST4543,LOC568,06:18,9,275,16:45,LOC568 -> LOC640 -> LOC434 -> LOC656 -> LOC558 -> LOC252 -> LOC594 -> LOC255 -> LOC857,LOC568 -> LOC472 -> LOC146 -> LOC115 -> LOC856 -> LOC543 -> LOC733 -> LOC638 -> LOC857,LOC568 -> LOC997 -> LOC100 -> LOC973 -> LOC623 -> LOC879 -> LOC969 -> LOC495 -> LOC857,LOC857
SUP5034,CUST1404,LOC999,05:43,6,119,00:12,LOC999 -> LOC888 -> LOC969 -> LOC861 -> LOC588 -> LOC417,LOC999 -> LOC751 -> LOC253 -> LOC687 -> LOC478 -> LOC417,LOC999 -> LOC340 -> LOC858 -> LOC883 -> LOC486 -> LOC417,LOC417
SUP1993,CUST0876,LOC684,16:27,9,257,14:12,LOC684 -> LOC379 -> LOC900 -> LOC711 -> LOC307 -> LOC913 -> LOC688 -> LOC432 -> LOC350,LOC684 -> LOC261 -> LOC683 -> LOC378 -> LOC371 -> LOC563 -> LOC485 -> LOC168 -> LOC350,LOC684 -> LOC999 -> LOC812 -> LOC134 -> LOC199 -> LOC619 -> LOC571 -> LOC892 -> LOC350,LOC350
SUP5327,CUST3634,LOC611,01:25,3,171,18:39,LOC611 -> LOC982 -> LOC828,LOC611 -> LOC522 -> LOC828,LOC611 -> LOC356 -> LOC828,LOC828
SUP1859,CUST7973,LOC894,00:01,6,288,01:23,LOC894 -> LOC829 -> LOC322 -> LOC743 -> LOC694 -> LOC487,LOC894 -> LOC464 -> LOC178 -> LOC922 -> LOC339 -> LOC487,LOC894 -> LOC213 -> LOC725 -> LOC784 -> LOC168 -> LOC487,LOC487
SUP7369,CUST4290,LOC418,07:59,8,421,22:00,LOC418 -> LOC335 -> LOC473 -> LOC431 -> LOC243 -> LOC626 -> LOC407 -> LOC224,LOC418 -> LOC968 -> LOC414 -> LOC119 -> LOC386 -> LOC161 -> LOC597 -> LOC224,LOC418 -> LOC572 -> LOC149 -> LOC458 -> LOC459 -> LOC775 -> LOC218 -> LOC224,LOC224
SUP4166,CUST0875,LOC834,21:20,10,118,09:10,LOC834 -> LOC911 -> LOC442 -> LOC162 -> LOC503 -> LOC502 -> LOC869 -> LOC258 -> LOC178 -> LOC280,LOC834 -> LOC627 -> LOC290 -> LOC309 -> LOC328 -> LOC180 -> LOC661 -> LOC789 -> LOC280 -> LOC280,LOC834 -> LOC386 -> LOC460 -> LOC666 -> LOC963 -> LOC448 -> LOC711 -> LOC416 -> LOC188 -> LOC280,LOC280
SUP0265,CUST7819,LOC387,16:06,5,401,15:48,LOC387 -> LOC366 -> LOC586 -> LOC662 -> LOC460,LOC387 -> LOC389 -> LOC212 -> LOC946 -> LOC460,LOC387 -> LOC740 -> LOC153 -> LOC953 -> LOC460,LOC460
SUP9548,CUST8638,LOC239,09:36,5,164,22:49,LOC239 -> LOC229 -> LOC193 -> LOC920 -> LOC668,LOC239 -> LOC370 -> LOC948 -> LOC194 -> LOC668,LOC239 -> LOC331 -> LOC304 -> LOC502 -> LOC668,LOC668
SUP4473,CUST8788,LOC204,16:10,10,264,10:48,LOC204 -> LOC440 -> LOC319 -> LOC213 -> LOC394 -> LOC245 -> LOC956 -> LOC104 -> LOC187 -> LOC603,LOC204 -> LOC972 -> LOC200 -> LOC439 -> LOC803 -> LOC885 -> LOC746 -> LOC928 -> LOC205 -> LOC603,LOC204 -> LOC501 -> LOC880 -> LOC814 -> LOC663 -> LOC100 -> LOC965 -> LOC741 -> LOC816 -> LOC603,LOC603
SUP6375,CUST4406,LOC528,17:14,10,361,13:52,LOC528 -> LOC112 -> LOC516 -> LOC969 -> LOC278 -> LOC927 -> LOC747 -> LOC175 -> LOC453 -> LOC854,LOC528 -> LOC883 -> LOC229 -> LOC714 -> LOC271 -> LOC351 -> LOC777 -> LOC748 -> LOC261 -> LOC854,LOC528 -> LOC585 -> LOC851 -> LOC471 -> LOC946 -> LOC463 -> LOC577 -> LOC126 -> LOC366 -> LOC854,LOC854
SUP8674,CUST9426,LOC875,22:24,8,55,19:35,LOC875 -> LOC278 -> LOC717 -> LOC480 -> LOC998 -> LOC337 -> LOC516 -> LOC498,LOC875 -> LOC432 -> LOC878 -> LOC893 -> LOC438 -> LOC912 -> LOC426 -> LOC498,LOC875 -> LOC698 -> LOC287 -> LOC372 -> LOC844 -> LOC139 -> LOC997 -> LOC498,LOC498
SUP7746,CUST2214,LOC841,00:09,7,131,05:28,LOC841 -> LOC412 -> LOC523 -> LOC737 -> LOC591 -> LOC984 -> LOC611,LOC841 -> LOC549 -> LOC635 -> LOC516 -> LOC269 -> LOC918 -> LOC611,LOC841 -> LOC361 -> LOC782 -> LOC134 -> LOC248 -> LOC588 -> LOC611,LOC611
SUP5539,CUST0256,LOC764,22:07,7,175,21:39,LOC764 -> LOC256 -> LOC691 -> LOC982 -> LOC203 -> LOC651 -> LOC782,LOC764 -> LOC641 -> LOC294 -> LOC371 -> LOC518 -> LOC986 -> LOC782,LOC764 -> LOC514 -> LOC569 -> LOC508 -> LOC432 -> LOC847 -> LOC782,LOC782
SUP9764,CUST9353,LOC694,04:57,3,251,14:48,LOC694 -> LOC271 -> LOC222,LOC694 -> LOC859 -> LOC222,LOC694 -> LOC342 -> LOC222,LOC222
SUP5031,CUST8091,LOC926,11:51,5,338,16:34,LOC926 -> LOC835 -> LOC508 -> LOC567 -> LOC729,LOC926 -> LOC954 -> LOC195 -> LOC742 -> LOC729,LOC926 -> LOC879 -> LOC804 -> LOC994 -> LOC729,LOC729
SUP4430,CUST4249,LOC594,19:51,9,461,13:27,LOC594 -> LOC454 -> LOC936 -> LOC463 -> LOC749 -> LOC396 -> LOC130 -> LOC309 -> LOC362,LOC594 -> LOC553 -> LOC901 -> LOC911 -> LOC830 -> LOC218 -> LOC468 -> LOC715 -> LOC362,LOC594 -> LOC508 -> LOC627 -> LOC917 -> LOC379 -> LOC464 -> LOC573 -> LOC269 -> LOC362,LOC362
SUP9017,CUST5425,LOC243,03:20,10,77,13:22,LOC243 -> LOC527 -> LOC733 -> LOC954 -> LOC653 -> LOC759 -> LOC801 -> LOC777 -> LOC705 -> LOC131,LOC243 -> LOC169 -> LOC740 -> LOC367 -> LOC673 -> LOC680 -> LOC832 -> LOC379 -> LOC772 -> LOC131,LOC243 -> LOC787 -> LOC791 -> LOC216 -> LOC323 -> LOC826 -> LOC869 -> LOC306 -> LOC300 -> LOC131,LOC131
SUP1627,CUST2021,LOC304,12:36,7,473,03:13,LOC304 -> LOC286 -> LOC969 -> LOC515 -> LOC570 -> LOC381 -> LOC148,LOC304 -> LOC405 -> LOC909 -> LOC728 -> LOC256 -> LOC813 -> LOC148,LOC304 -> LOC831 -> LOC606 -> LOC841 -> LOC304 -> LOC225 -> LOC148,LOC148
SUP7588,CUST9408,LOC638,03:07,6,253,07:36,LOC638 -> LOC318 -> LOC354 -> LOC958 -> LOC247 -> LOC216,LOC638 -> LOC227 -> LOC910 -> LOC394 -> LOC301 -> LOC216,LOC638 -> LOC185 -> LOC865 -> LOC762 -> LOC210 -> LOC216,LOC216
